# x, y, z
-8.48,4,3.87
2.48,4,11.37
5.78,4,13.97
2.88,4,15.96
14.8,4,16.97
-5.48,-3,5.48
4.78,-3,8.91
-3.88,0,9.58
5.88,0,10.98
-14.8,2,17.8
4.68,2,13.99
-0.48,4,15.9
2.88,4,19.57
17.8,4,19.64
-5.48,6,18.38
14.88,6,15.72
